,sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,temp
995,1,0,1,1,0,3
996,1,0,1,1,1,13
997,0,1,0,1,1,3
998,0,0,0,1,1,19
999,0,1,0,1,1,7
1000,0,0,1,0,0,14
1001,1,1,0,1,0,13
1002,1,1,0,0,1,12
1003,0,1,1,0,1,18
1004,1,0,0,0,1,7
1005,1,1,1,1,1,16
1006,0,1,1,0,1,21
1007,1,0,0,0,1,13
1008,0,1,1,1,1,15
1009,0,0,0,1,0,3
1010,1,0,0,0,0,19
1011,1,0,0,1,0,11
1012,0,0,0,0,0,8
1013,1,1,1,1,0,9
1014,0,1,1,1,0,23
1015,0,0,1,1,0,19
1016,0,0,1,0,1,20
1017,1,0,0,0,0,0
1018,0,1,0,1,0,16
1019,0,0,1,1,1,6
1020,0,1,0,1,1,10
1021,1,1,0,1,0,6
1022,0,0,1,0,1,15
1023,1,1,1,0,0,9
1024,1,0,1,1,1,21
1025,0,1,0,1,1,23
1026,0,0,1,0,1,17
1027,0,0,0,1,0,13
1028,1,0,1,1,1,2
1029,0,1,1,1,0,15
1030,1,1,1,0,0,17
1031,1,1,1,0,1,0
1032,1,1,1,1,1,14
1033,0,0,0,0,1,16
1034,0,0,1,0,0,11
1035,0,0,1,1,0,23
1036,0,1,0,1,1,12
1037,1,1,1,0,1,12
1038,1,0,0,1,1,2
1039,1,0,0,1,1,20
1040,1,0,0,0,1,14
1041,0,0,1,0,0,11
1042,1,1,1,0,1,12
1043,0,1,0,1,1,7
1044,1,1,0,0,0,16
1045,1,1,0,0,1,14
1046,0,1,0,0,1,24
1047,0,0,0,1,0,13
1048,1,0,0,0,0,4
1049,1,0,1,0,0,22
1050,0,0,0,0,1,7
1051,1,0,0,1,1,10
1052,1,1,0,1,0,18
1053,1,1,0,0,1,19
1054,0,0,1,0,0,0
1055,0,1,0,0,0,6
1056,1,0,1,1,1,12
1057,1,0,1,1,0,10
1058,0,1,1,1,0,17
1059,1,1,0,0,1,24
1060,1,1,1,0,0,3
1061,1,1,1,0,0,16
1062,0,0,1,0,1,1
1063,0,1,0,0,0,9
1064,0,0,0,1,0,23
1065,1,1,0,1,0,8
1066,1,0,1,1,0,4
1067,0,0,0,0,0,1
1068,0,1,0,0,1,19
1069,1,1,0,0,1,4
1070,1,0,1,1,1,22
1071,0,1,0,1,0,2
1072,0,0,1,0,0,22
1073,1,1,1,1,0,11
1074,0,1,1,1,0,2
1075,0,1,1,1,1,4
1076,1,1,0,1,1,9
1077,0,1,0,1,0,5
1078,0,0,0,0,1,19
1079,1,0,0,1,1,14
1080,1,1,0,0,1,8
1081,0,0,1,0,1,24
1082,0,0,0,0,1,13
1083,1,0,1,1,1,23
1084,0,0,0,1,1,24
1085,1,1,1,1,1,8
1086,1,1,1,0,0,23
1087,0,0,1,1,0,3
1088,0,0,0,0,0,3
1089,1,1,1,1,0,13
1090,0,1,1,0,1,24
1091,1,1,0,0,0,1
1092,1,1,1,1,0,14
1093,0,1,0,0,1,12
1094,1,0,1,0,1,5
1095,0,1,1,0,1,9
1096,0,0,1,0,1,19
1097,1,0,1,1,0,24
1098,1,1,1,1,0,1
1099,0,0,1,1,0,4
1100,1,0,1,0,1,16
1101,0,1,0,1,0,16
1102,0,0,0,1,0,17
1103,1,0,1,1,0,17
1104,1,0,1,1,1,18
1105,1,0,1,0,1,11
1106,0,1,1,1,1,6
1107,0,1,0,0,1,20
1108,0,0,0,0,1,18
1109,1,0,0,0,1,11
1110,1,1,0,1,0,8
1111,1,1,1,1,1,5
1112,1,0,1,0,1,6
1113,0,0,0,1,1,6
1114,1,0,1,0,1,20
1115,1,0,1,0,0,11
1116,0,1,0,0,1,15
1117,1,1,1,1,0,16
1118,1,0,1,1,0,3
1119,0,0,0,0,1,21
1120,1,0,1,1,0,13
1121,0,1,1,1,0,3
1122,0,0,0,1,1,4
1123,1,1,1,0,0,9
1124,1,0,1,1,0,20
1125,1,1,0,0,0,9
1126,0,1,1,0,0,12
1127,0,1,0,1,0,17
1128,1,1,0,1,1,20
1129,0,1,1,0,1,22
1130,1,1,0,0,0,5
1131,0,0,1,0,1,21
1132,1,1,0,0,1,9
1133,1,0,0,1,1,4
1134,0,0,0,0,0,22
1135,0,0,1,1,0,14
1136,0,0,0,1,0,14
1137,1,1,0,0,0,24
1138,1,0,0,0,0,20
1139,0,0,1,1,0,17
1140,0,0,1,1,0,4
1141,0,1,0,0,1,11
1142,0,1,1,1,1,11
1143,0,1,1,1,0,0
1144,0,1,0,1,0,10
1145,1,1,0,0,0,16
1146,1,1,0,0,1,0
1147,1,0,0,1,0,17
1148,1,1,0,0,0,16
1149,1,1,1,1,0,19
1150,0,0,0,1,1,1
1151,0,0,0,1,0,23
1152,0,1,1,1,1,24
1153,1,1,0,1,0,21
1154,1,0,0,0,0,1
1155,0,1,0,0,0,7
1156,1,1,0,1,0,15
1157,1,0,0,1,1,23
1158,0,1,1,1,1,0
1159,1,0,1,0,1,6
1160,0,0,1,0,1,2
1161,1,0,0,0,0,10
1162,1,1,1,0,1,14
1163,1,1,0,1,0,17
1164,0,1,1,0,1,13
1165,0,0,1,0,1,22
1166,0,1,0,0,1,12
1167,0,0,1,1,0,0
1168,0,0,0,1,0,1
1169,1,0,1,1,1,14
1170,0,0,0,1,0,20
1171,1,1,1,1,0,7
1172,1,1,1,1,1,0
1173,1,0,0,1,1,4
1174,1,1,1,1,0,3
1175,1,1,0,0,0,10
1176,0,1,0,0,0,3
1177,1,1,0,0,0,1
1178,1,0,0,0,1,14
1179,1,1,0,1,1,10
1180,1,1,1,1,1,20
1181,0,0,0,1,1,22
1182,1,1,1,1,1,14
1183,0,0,0,0,0,0
1184,0,1,1,0,0,23
1185,1,1,0,1,1,18
1186,1,1,1,0,1,20
1187,1,0,0,0,1,5
1188,0,1,0,0,1,2
1189,0,1,0,0,1,10
1190,0,0,1,0,0,11
1191,0,0,1,0,0,22
1192,1,1,1,0,0,7
1193,1,1,0,0,0,9
1194,0,1,1,0,1,4
1195,1,0,0,1,1,17
1196,1,1,0,0,0,17
1197,1,0,0,1,0,4
1198,0,1,0,0,1,24
1199,0,0,1,0,1,22
1200,0,0,0,1,0,11
1201,1,0,0,1,1,17
1202,0,1,0,0,1,8
1203,1,0,0,1,1,12
1204,0,0,1,1,1,23
1205,1,1,0,1,0,23
1206,1,1,0,1,0,6
1207,1,0,0,0,0,0
1208,1,1,1,0,0,13
1209,1,0,0,1,1,14
1210,0,1,0,0,1,17
1211,1,1,1,1,1,20
1212,0,1,0,0,1,7
1213,1,1,0,0,0,0
1214,1,1,1,1,0,21
1215,0,0,1,1,0,17
1216,0,0,1,0,0,9
1217,1,1,0,0,1,21
1218,0,1,0,1,1,22
1219,0,0,0,0,1,7
1220,1,1,1,1,0,23
1221,0,0,0,0,0,7
1222,0,1,0,0,1,10
1223,0,1,1,0,1,2
1224,0,0,0,0,1,0
1225,1,0,0,0,1,24
1226,0,0,0,0,1,12
1227,0,1,0,0,0,5
1228,0,1,1,1,0,12
1229,1,1,1,0,0,9
1230,0,0,1,1,0,13
1231,1,1,0,1,0,1
1232,0,0,1,0,1,3
1233,0,0,1,1,1,4
1234,1,1,1,1,1,10
1235,0,0,0,1,0,18
1236,1,0,1,0,0,7
1237,1,1,0,0,0,6
1238,0,0,0,0,0,13
1239,0,1,1,1,1,22
1240,1,1,0,0,0,14
1241,1,0,0,1,1,18
1242,0,1,0,0,1,8
1243,1,0,1,1,0,4
1244,1,1,1,1,1,23
1245,0,0,0,1,0,3
1246,1,0,1,0,0,3
1247,0,0,1,0,0,8
1248,0,0,0,0,1,5
1249,1,1,0,1,0,14
1250,0,1,0,1,1,18
1251,0,0,1,1,1,19
1252,1,0,1,0,1,10
1253,1,1,1,0,0,0
1254,1,1,0,1,1,13
1255,1,0,0,1,1,17
1256,0,0,0,1,1,8
1257,0,1,0,1,1,9
1258,0,0,1,0,1,19
1259,0,1,1,1,1,13
1260,1,1,0,0,0,0
1261,0,1,0,0,1,4
1262,0,1,0,0,0,3
1263,0,1,0,1,0,11
1264,1,1,0,0,0,2
1265,0,0,1,0,0,3
1266,1,1,0,0,0,4
1267,1,0,0,0,0,21
1268,1,1,1,0,1,19
1269,0,0,0,0,0,18
1270,1,0,1,1,0,7
1271,1,1,0,1,0,7
1272,1,1,1,1,1,12
1273,1,1,1,1,0,15
1274,1,1,1,1,0,18
1275,0,0,1,0,1,19
1276,1,0,1,1,0,6
1277,0,1,0,1,1,23
1278,0,0,1,1,1,13
1279,0,1,0,1,0,20
1280,1,0,0,0,1,21
1281,1,0,0,1,1,7
1282,0,0,0,0,0,19
1283,0,1,0,1,1,8
1284,1,1,1,0,1,17
1285,1,1,0,0,1,17
1286,0,0,0,0,0,13
1287,1,1,1,1,0,24
1288,1,1,0,0,0,21
1289,1,0,1,0,1,12
1290,1,1,0,0,0,23
1291,0,0,0,0,1,17
1292,0,1,0,0,1,23
1293,0,0,1,1,0,1
1294,1,0,1,1,1,18
1295,1,0,0,0,1,10
1296,1,1,1,1,1,19
1297,0,1,0,1,1,16
1298,1,0,0,1,1,19
1299,0,0,1,0,0,18
1300,0,0,1,1,0,1
1301,0,0,0,0,1,22
1302,1,0,0,0,0,6
1303,1,0,0,0,0,15
1304,0,0,0,0,0,6
1305,1,0,1,0,0,18
1306,1,1,0,1,1,17
1307,1,0,0,0,1,17
1308,0,1,1,0,0,8
1309,0,1,1,1,0,10
1310,1,0,1,0,1,1
1311,0,1,0,1,0,7
1312,0,1,0,0,1,8
1313,1,1,0,0,0,11
1314,1,0,1,0,0,1
1315,1,0,1,1,0,5
1316,0,0,0,1,1,19
1317,1,1,0,0,1,0
1318,0,1,0,1,0,1
1319,0,0,0,0,1,6
1320,1,1,1,1,0,18
1321,1,1,0,0,0,0
1322,0,0,1,1,0,6
1323,0,1,1,1,1,21
1324,0,0,1,1,1,7
1325,1,1,1,0,1,12
1326,0,0,1,1,1,2
1327,1,0,1,1,0,21
1328,1,1,1,0,1,17
1329,1,1,0,0,1,17
1330,1,0,0,0,0,6
1331,1,0,0,1,0,9
1332,1,1,1,0,0,22
1333,0,0,1,1,0,12
1334,1,1,1,0,0,1
1335,0,0,1,1,0,7
1336,1,1,0,0,0,21
1337,1,1,0,0,0,22
1338,0,0,0,0,1,2
1339,0,1,0,0,0,10
1340,0,0,0,1,0,22
1341,1,1,1,0,0,9
1342,1,0,0,1,0,15
1343,1,0,1,1,1,19
1344,1,1,1,0,1,7
1345,1,0,1,1,0,10
1346,0,0,0,0,1,1
1347,1,1,1,0,1,10
1348,0,1,1,1,0,7
1349,1,0,0,0,0,20
1350,1,0,1,1,0,10
1351,1,1,0,1,0,2
1352,0,0,1,0,1,5
1353,1,1,1,1,0,15
1354,1,0,1,1,1,4
1355,0,1,1,1,0,16
1356,0,1,1,1,0,11
1357,0,0,0,1,1,15
1358,0,0,1,1,0,9
1359,1,1,1,0,1,6
1360,1,1,0,1,1,6
1361,0,0,1,1,1,0
1362,0,1,1,0,1,2
1363,0,0,1,1,1,16
1364,1,0,1,1,1,13
1365,1,0,0,0,1,20
1366,0,0,1,1,1,20
1367,1,1,1,1,0,18
1368,1,0,0,0,0,0
1369,1,0,0,0,1,11
1370,0,1,0,1,0,8
1371,1,1,0,0,0,5
1372,0,0,1,0,1,16
1373,0,1,1,0,0,22
1374,0,0,0,0,1,19
1375,0,0,0,1,0,20
1376,0,0,0,0,1,17
1377,0,0,1,0,0,8
1378,0,0,1,0,1,23
1379,1,0,1,0,0,7
1380,1,0,1,1,0,4
1381,0,1,1,0,1,3
1382,0,1,1,0,1,21
1383,1,0,0,0,1,5
1384,0,0,1,1,0,22
1385,0,0,1,1,1,12
1386,1,0,0,0,0,19
1387,0,1,1,0,0,9
1388,0,0,1,1,1,18
1389,0,1,1,0,0,17
1390,1,1,0,0,1,15
1391,1,1,1,1,0,1
1392,1,1,0,0,1,12
1393,0,0,1,1,0,20
1394,1,0,0,1,0,7
1395,1,0,1,0,1,20
1396,1,1,0,0,1,4
1397,1,1,1,1,1,13
1398,0,1,1,1,1,4
1399,1,1,0,0,1,12
1400,0,0,1,1,1,23
1401,1,1,0,1,0,9
1402,0,0,0,1,1,19
1403,0,1,0,0,1,16
1404,1,0,1,1,0,15
1405,0,0,0,0,1,17
1406,0,0,1,0,0,6
1407,1,0,1,0,0,22
1408,0,1,0,1,1,5
1409,0,0,0,1,1,23
1410,1,1,0,1,1,12
1411,1,1,1,0,0,1
1412,0,1,0,0,0,2
1413,0,0,0,0,0,15
1414,1,1,0,1,1,23
1415,0,0,0,0,0,12
1416,1,0,0,1,0,20
1417,0,0,1,0,0,12
1418,1,1,0,1,0,14
1419,1,1,0,0,0,6
1420,0,1,1,1,0,6
1421,1,1,0,1,1,17
1422,0,0,1,0,0,8
1423,0,0,1,0,1,16
1424,1,0,1,0,0,20
1425,0,1,1,0,0,13
1426,1,0,0,0,1,23
1427,0,1,1,0,1,9
1428,0,1,1,0,1,20
1429,0,1,1,0,1,16
1430,0,0,0,0,1,18
1431,0,1,1,1,0,13
1432,0,1,1,0,1,3
1433,1,0,1,0,1,15
1434,1,0,1,0,0,21
1435,1,0,0,1,0,13
1436,1,1,1,0,1,8
1437,0,0,1,1,0,17
1438,0,1,0,0,0,12
1439,1,0,1,0,1,15
1440,0,0,0,1,1,24
1441,1,1,0,1,0,6
1442,0,1,0,1,1,7
1443,1,0,0,0,1,21
1444,0,0,1,0,0,11
1445,0,0,1,1,1,11
1446,1,1,1,1,1,18
1447,0,1,1,0,1,18
1448,1,0,1,0,1,13
1449,0,0,0,0,1,18
1450,0,0,1,0,1,15
1451,1,1,0,0,0,17
1452,1,1,0,0,1,16
1453,1,1,0,0,0,24
1454,0,1,0,0,1,18
1455,1,0,1,0,0,15
1456,1,0,0,0,0,19
1457,1,1,1,1,1,19
1458,1,1,1,1,1,16
1459,1,1,0,0,0,9
1460,1,1,0,1,0,10
1461,1,1,0,1,0,1
1462,1,1,1,1,0,5
1463,0,0,0,0,0,3
1464,1,1,1,1,0,24
1465,1,1,0,0,0,21
1466,1,1,1,0,1,14
1467,0,1,0,1,1,7
1468,1,1,0,0,1,17
1469,0,1,0,1,0,5
1470,0,0,1,0,1,15
1471,0,0,0,1,1,20
1472,1,1,0,1,1,23
1473,1,1,1,0,1,20
1474,0,0,1,0,0,15
1475,1,1,1,1,1,15
1476,0,0,1,1,0,20
1477,0,0,1,0,0,21
1478,0,1,1,0,1,20
1479,0,0,0,0,1,8
1480,0,0,0,0,0,15
1481,0,1,0,0,1,22
1482,0,1,1,0,0,7
1483,1,0,0,0,1,16
1484,1,0,1,1,1,21
1485,0,0,1,1,1,19
1486,0,0,1,1,0,8
1487,1,0,1,1,0,17
1488,1,1,0,0,1,22
1489,1,1,1,0,0,23
1490,0,0,1,0,0,23
1491,0,1,1,1,0,7
1492,1,1,0,1,0,9
1493,1,0,1,1,1,16
1494,0,1,1,1,0,2
1495,1,0,1,1,1,9
1496,0,1,0,1,1,13
1497,1,1,1,1,1,1
1498,1,1,1,1,0,20
1499,1,0,0,1,0,15
1500,1,0,0,0,1,11
1501,1,0,1,0,1,18
1502,0,0,1,0,0,13
1503,1,0,1,0,1,6
1504,0,0,0,1,0,6
1505,1,0,0,1,0,20
1506,0,1,0,1,0,14
1507,1,0,1,0,1,2
1508,0,0,0,1,0,18
1509,0,0,0,1,0,16
1510,1,1,0,0,0,9
1511,1,0,0,0,1,13
1512,1,0,0,1,1,14
1513,0,0,1,1,1,2
1514,0,1,0,0,0,11
1515,1,1,0,0,0,24
1516,0,0,0,1,1,4
1517,1,0,0,0,0,3
1518,0,1,1,1,0,9
1519,1,0,0,0,1,13
1520,0,0,0,0,1,13
1521,0,0,0,0,0,24
1522,0,1,1,0,0,3
1523,1,0,1,0,0,21
1524,1,1,0,0,0,18
1525,0,0,1,1,0,8
1526,1,1,0,0,1,3
1527,1,1,1,0,0,13
1528,1,0,1,1,1,13
1529,0,1,0,0,0,10
1530,1,0,1,0,1,8
1531,1,1,0,1,0,3
1532,1,0,1,0,1,4
1533,1,1,0,1,1,7
1534,0,0,1,0,0,16
1535,0,1,1,0,0,15
1536,0,1,1,0,1,11
1537,0,0,0,1,0,1
1538,0,1,0,1,0,8
1539,1,1,1,1,0,5
1540,0,1,0,0,1,15
1541,1,0,0,1,1,21
1542,1,1,0,0,0,24
1543,1,1,0,1,1,15
1544,1,1,1,1,1,19
1545,1,1,0,0,1,17
1546,0,1,0,0,1,14
1547,0,1,0,0,0,1
1548,1,0,0,0,0,7
1549,1,0,1,1,0,10
1550,1,1,0,1,1,4
1551,0,0,1,0,0,1
1552,0,0,0,1,0,8
1553,0,1,0,1,0,21
1554,1,0,1,1,1,11
1555,1,0,0,1,0,0
1556,0,0,0,1,0,9
1557,1,0,0,1,1,20
1558,0,1,0,1,1,18
1559,0,1,0,0,0,19
1560,1,1,1,0,0,14
1561,0,1,0,0,1,1
1562,0,1,1,0,1,5
1563,0,0,1,0,0,13
1564,1,0,1,0,1,13
1565,0,0,1,0,0,5
1566,1,0,1,0,1,11
1567,0,1,0,0,0,3
1568,1,0,0,1,0,23
1569,0,1,0,0,1,18
1570,0,0,1,0,0,23
1571,0,1,1,0,1,17
1572,0,0,0,1,1,5
1573,0,0,0,1,0,8
1574,0,0,0,0,0,22
1575,0,0,0,1,0,3
1576,1,0,0,0,0,3
1577,1,1,1,1,0,0
1578,1,0,1,1,1,15
1579,0,0,1,0,1,7
1580,1,1,0,0,1,9
1581,1,1,0,1,0,5
1582,0,1,1,1,0,13
1583,0,1,1,0,1,9
1584,0,0,1,1,0,9
1585,1,1,1,1,0,8
1586,0,0,1,1,1,0
1587,0,0,0,0,0,15
1588,0,1,1,0,0,6
1589,0,1,0,1,0,11
1590,0,1,0,0,0,13
1591,0,1,0,0,0,11
1592,0,0,0,0,1,20
1593,1,1,1,1,1,1
1594,0,0,0,0,1,11
1595,1,0,0,1,0,2
1596,1,1,1,1,1,21
1597,0,1,0,0,1,11
1598,1,1,0,1,0,2
1599,1,0,0,0,0,16
1600,1,1,0,0,0,8
1601,0,0,1,1,0,18
1602,1,1,0,1,0,7
1603,0,1,1,1,1,17
1604,1,1,1,1,1,12
1605,1,0,1,1,1,18
1606,0,1,1,0,0,0
1607,0,1,1,1,1,18
1608,0,0,0,1,1,14
1609,0,1,1,1,0,7
1610,0,1,1,1,0,14
1611,0,1,1,0,0,17
1612,1,0,1,1,0,22
1613,1,1,0,0,1,12
1614,1,1,1,0,1,15
1615,1,1,0,0,1,1
1616,1,1,1,1,1,3
1617,1,0,0,1,1,18
1618,1,0,1,1,0,1
1619,0,1,0,1,1,15
1620,1,0,1,1,1,19
1621,0,1,0,0,1,10
1622,1,0,1,0,1,12
1623,1,0,1,0,1,21
1624,1,0,1,1,1,3
1625,0,0,1,0,0,23
1626,0,0,0,1,1,10
1627,0,1,0,0,0,14
1628,0,1,0,0,0,7
1629,0,1,1,0,0,24
1630,0,0,1,1,1,20
1631,0,0,0,1,1,19
1632,1,0,1,1,1,6
1633,1,0,1,0,1,23
1634,0,0,0,1,0,3
1635,0,1,0,1,0,20
1636,1,0,1,0,0,23
1637,0,0,0,1,1,20
1638,0,0,1,1,0,2
1639,1,1,0,1,0,22
1640,0,1,1,0,1,13
1641,1,1,1,0,1,14
1642,1,1,0,1,0,6
1643,0,1,0,1,1,22
1644,0,0,0,1,0,7
1645,0,1,0,1,0,6
1646,1,0,0,1,0,8
1647,1,1,0,0,0,17
1648,1,1,1,0,0,23
1649,0,0,1,0,0,14
1650,1,1,0,0,1,2
1651,0,1,0,0,1,15
1652,0,0,0,1,1,6
1653,1,0,1,1,0,10
1654,0,0,1,1,1,14
1655,0,1,1,0,1,16
1656,1,0,1,1,1,12
1657,1,1,0,1,0,2
1658,0,1,0,1,1,24
1659,1,0,1,0,1,14
1660,0,0,1,0,1,7
1661,0,1,0,0,0,3
1662,0,0,0,1,0,12
1663,1,0,1,0,1,3
1664,1,1,0,0,1,21
1665,0,0,1,0,1,2
1666,0,1,0,1,0,15
1667,1,0,0,0,1,3
1668,1,0,0,1,1,4
1669,1,0,0,1,0,24
1670,1,0,1,1,0,6
1671,0,0,1,0,1,9
1672,1,0,0,1,0,2
1673,1,0,0,0,0,14
1674,0,0,1,1,0,7
1675,1,0,1,1,1,14
1676,1,1,0,0,1,19
1677,0,0,1,0,0,15
1678,1,0,1,1,0,0
1679,0,1,0,1,1,24
1680,1,1,0,0,1,23
1681,0,0,1,1,1,16
1682,0,1,0,1,1,10
1683,0,0,0,1,0,12
1684,0,1,0,1,1,10
1685,1,1,0,1,1,16
1686,0,0,0,0,0,18
1687,0,0,0,0,0,1
1688,1,0,1,0,0,22
1689,0,1,1,1,1,1
1690,1,1,0,1,1,9
1691,0,0,1,1,1,13
1692,0,0,1,0,1,9
1693,0,1,0,0,1,0
1694,0,0,0,0,0,7
1695,1,0,1,1,0,17
1696,1,0,1,1,0,3
1697,1,1,0,1,1,17
1698,0,1,1,0,0,20
1699,1,0,0,0,1,2
1700,0,1,0,1,0,6
1701,0,0,0,1,1,11
1702,0,0,0,1,1,13
1703,1,0,0,0,1,3
1704,0,1,0,1,0,5
1705,0,1,1,1,0,17
1706,0,0,0,0,0,16
1707,0,1,0,0,0,14
1708,1,0,0,0,0,13
1709,1,0,1,1,1,13
1710,0,0,0,1,0,4
1711,1,1,1,1,1,21
1712,1,1,1,1,0,12
1713,0,0,1,0,0,0
1714,1,0,1,1,1,13
1715,0,0,1,0,1,0
1716,0,1,1,0,0,6
1717,0,0,0,0,1,12
1718,0,0,0,0,0,1
1719,1,1,1,0,0,23
1720,0,0,1,0,0,22
1721,1,0,1,0,1,10
1722,0,1,0,0,0,11
1723,1,1,0,1,1,22
1724,0,0,0,1,1,9
1725,1,1,1,1,1,24
1726,0,1,0,1,0,19
1727,0,1,1,0,1,14
1728,0,1,1,1,1,6
1729,1,1,1,1,0,4
1730,0,1,0,1,0,13
1731,1,1,0,1,0,20
1732,1,0,1,1,0,0
1733,0,1,1,0,0,9
1734,1,0,1,1,0,21
1735,0,0,0,0,0,13
1736,1,1,1,1,0,16
1737,0,1,0,1,1,13
1738,0,0,0,1,1,14
1739,1,0,1,1,0,15
1740,0,0,0,1,0,9
1741,1,1,0,0,1,3
1742,0,1,0,0,1,15
1743,1,0,0,0,1,20
1744,0,1,1,0,1,2
1745,1,0,0,1,1,13
1746,1,0,0,0,1,0
1747,1,0,0,0,0,24
1748,0,1,0,0,1,5
1749,0,0,1,0,0,16
1750,0,0,0,0,1,6
1751,1,0,1,0,0,24
1752,0,1,1,0,0,23
1753,0,1,1,1,1,20
1754,1,0,0,1,1,21
1755,0,0,1,1,1,3
1756,0,0,1,1,0,21
1757,1,0,1,1,0,6
1758,1,1,1,1,0,15
1759,1,0,1,1,0,4
1760,1,1,1,1,0,10
1761,1,0,1,0,0,16
1762,0,1,1,1,0,20
1763,1,1,0,1,0,4
1764,1,0,1,1,1,3
1765,1,1,1,1,1,1
1766,1,0,1,1,0,13
1767,0,0,1,0,0,12
1768,1,0,1,1,0,4
1769,0,1,0,1,1,23
1770,0,0,0,1,1,21
1771,0,1,0,0,0,5
1772,0,1,0,0,0,21
1773,1,0,1,1,0,23
1774,1,1,0,0,0,7
1775,1,1,1,1,0,5
1776,1,0,1,0,0,23
1777,0,1,0,0,0,5
1778,0,0,1,0,0,11
1779,1,1,1,0,0,0
1780,1,1,0,1,1,11
1781,1,0,1,1,1,2
1782,1,1,1,0,0,9
1783,0,1,1,0,1,8
1784,0,0,1,1,1,2
1785,1,0,0,0,1,19
1786,0,1,0,0,0,22
1787,0,0,1,1,0,22
1788,0,1,0,1,1,24
1789,0,0,0,0,1,19
1790,0,1,1,1,0,22
1791,1,1,1,0,1,13
1792,1,0,1,1,1,2
1793,0,1,1,0,0,15
1794,1,1,1,1,0,12
1795,0,0,0,0,1,20
1796,1,1,0,1,0,2
1797,0,1,1,1,0,16
1798,0,0,1,0,0,23
1799,0,1,1,1,0,9
1800,1,1,0,0,0,2
1801,1,1,1,1,1,1
1802,0,0,1,1,0,0
1803,0,0,0,1,1,2
1804,0,1,0,0,0,2
1805,1,0,0,0,0,9
1806,0,0,0,1,1,21
1807,0,0,0,0,1,12
1808,1,0,0,0,0,21
1809,0,1,1,0,1,1
1810,1,1,0,0,0,18
1811,1,0,0,1,0,23
1812,0,0,1,1,0,9
1813,1,1,0,1,1,14
1814,1,0,1,1,0,0
1815,0,1,1,0,1,18
1816,1,0,0,1,0,9
1817,0,1,0,1,1,23
1818,1,1,1,1,1,16
1819,1,0,1,1,1,21
1820,1,0,1,1,1,11
1821,1,0,1,0,1,9
1822,0,0,0,1,0,10
1823,0,1,0,0,0,24
1824,1,0,1,1,0,19
1825,1,0,1,1,1,6
1826,1,0,1,0,1,19
1827,1,0,0,1,0,24
1828,1,0,0,0,0,2
1829,0,1,0,1,0,18
1830,1,1,0,0,0,9
1831,0,1,1,1,0,10
1832,0,0,0,1,0,24
1833,0,1,0,1,1,6
1834,0,0,1,1,1,12
1835,1,1,0,0,0,13
1836,0,0,0,0,0,19
1837,0,0,0,0,0,5
1838,0,1,1,1,1,12
1839,0,0,0,1,1,23
1840,1,0,1,1,1,4
1841,1,0,0,0,1,4
1842,0,1,0,0,1,10
1843,0,0,0,0,1,14
1844,0,1,1,1,1,19
1845,0,0,1,1,1,1
1846,1,0,0,0,0,20
1847,1,0,1,1,0,23
1848,0,1,1,1,1,24
1849,0,0,0,1,1,1
1850,0,0,1,0,1,24
1851,0,0,1,0,0,24
1852,0,0,1,1,0,14
1853,1,1,0,1,1,24
1854,0,1,1,0,0,13
1855,0,1,1,0,1,18
1856,0,1,1,1,1,18
1857,0,0,1,0,1,22
1858,0,1,0,1,0,18
1859,0,0,1,1,0,12
1860,1,1,0,1,1,6
1861,0,1,1,1,1,5
1862,0,0,1,1,1,21
1863,1,0,1,0,0,18
1864,1,0,1,1,0,8
1865,1,1,1,0,1,9
1866,0,1,1,0,1,23
1867,1,0,1,1,1,24
1868,0,1,0,1,1,21
1869,0,0,0,1,0,11
1870,0,0,0,0,1,9
1871,1,0,1,1,0,4
1872,0,1,1,1,1,2
1873,0,0,0,1,1,2
1874,0,0,1,0,0,22
1875,1,0,1,1,0,21
1876,0,1,0,0,0,12
1877,1,0,0,0,1,13
1878,1,1,1,1,1,4
1879,0,0,1,0,0,11
1880,1,1,1,1,0,18
1881,0,0,0,1,0,11
1882,0,0,0,0,1,0
1883,1,0,1,1,1,3
1884,1,0,0,1,0,2
1885,1,0,1,0,1,20
1886,0,0,0,0,0,5
1887,0,1,0,0,1,19
1888,1,0,1,1,0,9
1889,0,1,0,0,1,9
1890,0,1,1,0,1,24
1891,1,0,1,1,0,10
1892,1,1,0,0,0,9
1893,1,1,0,0,1,17
1894,1,1,0,0,1,5
1895,1,0,0,1,0,1
1896,1,0,1,0,0,11
1897,0,0,0,1,1,5
1898,1,0,0,0,0,18
1899,0,1,0,1,0,19
1900,0,1,0,0,0,5
1901,0,0,0,0,1,9
1902,1,0,0,0,0,21
1903,1,1,1,0,1,13
1904,0,0,0,0,1,8
1905,0,1,1,1,0,20
1906,0,0,1,1,1,21
1907,0,1,1,1,1,14
1908,1,0,1,0,0,10
1909,0,0,0,0,0,8
1910,0,1,0,0,0,9
1911,1,0,1,0,0,9
1912,1,0,0,1,0,21
1913,1,1,0,0,0,13
1914,1,1,1,1,1,10
1915,0,0,1,0,0,17
1916,1,0,0,0,0,20
1917,0,0,1,0,0,15
1918,1,0,1,1,1,23
1919,0,1,1,1,1,16
1920,0,1,0,0,0,0
1921,0,0,0,1,1,22
1922,1,0,0,1,0,6
1923,0,1,1,1,0,2
1924,1,1,1,1,1,5
1925,0,0,0,0,0,9
